"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","ly"
14,9,0.306451611915,2.82842712474619,0,10,0,0,0,0,0,1,0,0.26804029304,0.126373626374,7.78322401633604
14,12,0.420475319158,3.46410161513775,0,5,0,0,0,0,0,0,0,0.338560606061,0.0866098484848,7.17011954344963
14,8,0.668049789759,1,1,4,0,0,1,0,0,0,0,0.478874458874,0.172515151515,7.64969262371151
14,10,0.479674796191,1,0,6,0,0,1,0,0,0,0,0.406895604396,0.148558441558,7.60090245954208
14,9,0.4427966097,1,1,4,0,0,1,0,0,0,0,0.486426951733,0.0770746826869,7.09007683577609
15,11,0.487468671068,1.4142135623731,0,7,0,0,0,0,0,1,0,0.525370896465,0.140423768939,6.72383244082121
15,10,0.438105489302,1,0,6,0,0,0,0,0,1,0,0.486193351787,0.108645626943,7.17011954344963
15,8,0.576219510438,1,0,5,0,0,0,0,0,1,0,0.241987179487,0.00428321678322,6.88857245956536
15,14,0.496277915017,2.44948974278318,1,6,1,0,0,0,0,0,0,0.477093134443,0.138787704932,6.83087423464618
15,8,0.483766233243,1,1,4,1,0,0,0,0,0,0,0.462615995116,0.0113385225885,6.82654522355659
15,13,0.506920414348,1.4142135623731,0,6,0,0,0,0,0,1,0,0.406388560934,0.13026613538,7.24422751560335
15,9,0.484797296478,1,0,5,0,0,0,0,0,1,0,0.480323543559,0.176621961916,7.37775890822787
16,12,0.505999998988,1,0,6,0,0,1,0,0,0,0,0.406005173688,0.188211382114,7.43838353004431
16,13,0.432147562013,1.73205080756888,0,5,0,0,0,0,0,1,0,0.444291819292,0.0259157509158,7.00306545878646
16,15,0.508771929013,0,1,6,0,0,0,0,0,1,0,0.375,-0.01875,6.5875500148248
17,12,0.559193953251,1,0,6,0,0,0,0,0,1,0,0.416900486345,0.109792368126,7.24422751560335
17,9,0.400348128459,1,0,4,1,0,0,0,0,0,0,0.515676946192,0.158002038054,6.59441345974978
17,13,0.362401715252,2,0,10,0,0,0,0,0,1,0,0.480478535354,0.100985479798,7.37775890822787
17,13,0.544303795746,1,0,6,0,0,0,0,0,1,0,0.382456140351,-0.00964912280702,7.09007683577609
17,9,0.58496731835,1,1.4142135623731,4,0,0,0,1,0,0,0,0.462932900433,0.250487012987,6.30078579466324
17,13,0.513651876257,1.4142135623731,2.23606797749979,5,0,1,0,0,0,0,0,0.433193132625,0.236393152302,10.5916221912725
17,13,0.557661926449,1,1.73205080756888,6,0,0,0,0,0,1,0,0.579778622462,0.108960687009,6.73815249459596
18,12,0.599455039239,1,0,6,0,0,0,0,0,1,1,0.299213286713,0.109571678322,7.43838353004431
18,10,0.599144079031,1,0,6,0,0,1,0,0,0,1,0.504873675707,0.160221260221,7.3132203870903
19,10,0.391999999552,1,1,6,0,0,1,0,0,0,1,0.484467912205,0.139574162679,7.54960916515453
20,14,0.473684209814,1,0,7,0,0,1,0,0,0,0,0.480969538591,0.102561767501,7.09007683577609
20,6,0.462113126508,1,0,9,0,0,1,0,0,0,0,0.494045031056,0.123955039526,7.17011954344963
20,8,0.454867256235,1,0,6,0,0,1,0,0,0,0,0.386055265081,0.0584653117445,6.70073110954781
21,10,0.588726512341,1.4142135623731,1,4,0,0,1,0,0,0,0,0.468879268879,0.0823528323528,8.10167774745457
21,8,0.443845462315,1,0,6,0,0,1,0,0,0,0,0.483476145847,0.107439639398,6.70686233660275
21,12,0.412332837732,1,0,5,0,0,0,0,0,1,0,0.442989955029,0.0619084919934,6.64378973314767
21,9,0.491271819836,3.46410161513775,0,5,0,0,1,0,0,0,0,0.460881720936,0.244216034569,8.79482492801452
22,12,0.419795221365,1,1,7,0,0,1,0,0,0,0,0.535833333333,0.0710465116279,9.16951837745593
22,9,0.483747609018,1,0,8,0,0,0,0,0,1,0,0.455753480753,0.163708026208,7.49554194388426
22,14,0.435244160897,1,0,6,0,0,0,0,0,1,0,0.472854997855,0.151533676534,6.26530121273771
22,8,0.30764635585,3.87298334620742,0,7,0,0,0,0,1,0,0,0.531495685523,0.266040268456,7.24422751560335
23,9,0.578475335026,1.4142135623731,0,6,0,0,0,0,0,1,0,0.422803617571,0.0649870801034,6.57646956904822
23,9,0.391150442132,1,0,5,0,0,0,0,0,1,0,0.431094793057,0.0969856104436,6.73696695800186
23,11,0.494023903398,1,0,6,0,0,0,0,0,1,0,0.513355654762,0.164397321429,7.00306545878646
23,9,0.499999999158,2.23606797749979,1,2,0,0,0,1,0,0,0,0.488703024029,0.13768125745,6.38350663488401
23,10,0.455276381452,2,1,5,0,0,0,0,0,1,0,0.430474570781,-0.0451247165533,7.17011954344963
23,12,0.305813953311,1,0,4,0,0,0,1,0,0,0,0.487708610446,0.224229848364,6.18001665365257
23,14,0.424437298694,1.4142135623731,0,8,0,0,0,0,0,1,0,0.370725744843,0.05213649096,6.29156913955832
24,10,0.690476186366,1.4142135623731,0,5,0,0,0,0,1,0,0,0.455134680135,0.0551978114478,6.02344759296103
24,8,0.538087519387,3.16227766016838,0,6,1,0,0,0,0,0,0,0.629838157485,0.428390133831,6.6052979209482
24,11,0.443037974252,1,1,6,0,0,1,0,0,0,0,0.488941197691,0.125715728716,7.54960916515453
24,12,0.419894365828,1,0,6,0,1,0,0,0,0,0,0.530509058842,0.115395222062,6.65544035036765
24,9,0.45261984342,1,0,6,1,0,0,0,0,0,0,0.53468757738,-0.0214352314352,6.90575327631146
24,8,0.312861271563,1.4142135623731,0,8,0,0,0,0,1,0,0,0.481393745144,0.144053207803,7.00306545878646
24,11,0.44353899832,1.4142135623731,1.4142135623731,8,0,0,0,0,0,1,0,0.508550189394,0.0584692234848,6.69332366826995
25,11,0.423987374843,1,0,5,1,0,0,0,0,0,1,0.451363241021,0.141945556346,6.41836493593621
25,11,0.333742330879,4.69041575982343,1.4142135623731,7,0,0,0,0,0,1,1,0.269545454545,-0.00474025974026,8.86785006302941
25,13,0.487248321494,1,0,8,0,0,0,0,1,0,1,0.515387601147,0.164551482273,7.49554194388426
25,9,0.515444014449,1.4142135623731,0,3,0,0,0,0,0,1,1,0.319907407407,0.0167508417508,7.97246601597457
25,8,0.464017185323,1,0,1,0,0,0,1,0,0,1,0.433068575741,0.150417972832,6.87832646829133
26,10,0.451202262445,1,1,5,0,0,1,0,0,0,1,0.452835869196,0.167478620236,7.49554194388426
26,12,0.503681884383,1,0,6,0,0,0,0,0,1,1,0.494224854364,0.150571321682,6.79794041297493
27,9,0.488721803899,1,0,7,0,0,0,0,1,0,0,0.403797910613,0.017498962225,7.90100705199242
27,9,0.540186914878,1,0,6,0,0,0,0,0,1,0,0.602843561667,-0.0272504456328,6.90775527898214
27,11,0.456418382795,1.4142135623731,1,7,1,0,0,0,0,0,0,0.519645808737,0.187697756789,6.09582456243222
27,12,0.55831739855,1.73205080756888,0,4,1,0,0,0,0,0,0,0.527551892552,0.148913308913,6.75925527066369
27,11,0.406401551497,2,0,9,0,0,0,0,1,0,0,0.533478320621,0.197846595204,7.09007683577609
27,11,0.403433476147,1,0,6,0,0,0,0,0,1,0,0.442225952014,0.140238727061,6.84161547647759
28,11,0.531886023702,1,0,5,1,0,0,0,0,0,0,0.388235503532,0.0744303941672,7.86326672400957
28,12,0.416071428324,2.44948974278318,1.4142135623731,10,0,1,0,0,0,0,0,0.45380916079,0.0973865338016,8.45531778769815
28,11,0.401665598718,1.4142135623731,0,5,0,0,0,0,1,0,0,0.444875785491,0.104775554048,6.57368016696065
28,11,0.446952595432,1,0,6,0,0,0,0,1,0,0,0.478800762729,0.156121804783,7.54960916515453
28,14,0.509909908991,1.4142135623731,1.4142135623731,9,0,0,0,0,0,1,0,0.467695035461,-0.00143133462282,6.88755257166462
28,11,0.466101694257,1,0,7,0,0,0,0,0,1,0,0.414867620302,0.117139563335,6.34035930372775
28,15,0.554666665188,1,0,3,0,0,0,1,0,0,0,0.613056490834,0.292080527497,1.6094379124341
28,12,0.304215027303,1,1,7,0,0,1,0,0,0,0,0.490577801828,0.209851534048,7.64969262371151
29,9,0.618686867125,1,3,5,0,1,0,0,0,0,0,0.514159451659,0.0861327561328,6.33682573114644
29,5,0.620253162594,1,0,6,1,0,0,0,0,0,0,0.6108815427,0.140082644628,6.4118182677099
29,8,0.49999999926,1.73205080756888,1,4,0,0,0,0,1,0,0,0.402366350581,0.0961146327218,6.84054652928869
29,15,0.421105527215,1,1,6,0,0,1,0,0,0,0,0.530168528317,0.261838624339,8.47637119689598
29,13,0.612499998086,1,0,10,0,0,0,0,0,1,0,0.398601398601,0.0939393939394,6.66057514983969
29,10,0.650537630911,1,1,4,0,0,0,0,0,1,0,0.563612313612,0.295670995671,7.3132203870903
29,10,0.49544072873,1.4142135623731,1.73205080756888,8,0,1,0,0,0,0,0,0.545556758057,0.238293650794,6.50128967054039
30,16,0.669781929378,1,3.16227766016838,5,0,0,0,0,0,1,0,0.528015873016,0.169365079365,6.74875954749168
30,8,0.624031005333,1,0,6,0,0,0,0,0,1,0,0.306448412698,-0.0808717757937,7.17011954344963
30,10,0.64935064654,0,1,6,0,0,0,0,0,1,0,0.377272727273,0.0002331002331,6.90775527898214
30,11,0.448275861554,1,1.4142135623731,6,0,0,0,0,1,0,0,0.476005226005,0.158041808042,6.43133108193348
30,10,0.521226413865,0,1.4142135623731,7,0,0,0,0,0,1,0,0.37640291807,0.0277356902357,6.69826805411541
30,10,0.502049179299,1,0,5,0,0,0,0,0,1,0,0.371361111111,-0.0897777777778,6.83195356556585
30,11,0.500802567414,1,0,5,0,0,0,0,0,1,0,0.395193602694,0.105993265993,6.71295620067707
30,12,0.469675598773,1,0,7,0,0,0,0,0,1,0,0.472958754209,-0.00424242424242,6.65801104587075
30,11,0.437130801319,1,0,6,0,0,1,0,0,0,0,0.400010865975,0.101200907526,6.70686233660275
30,10,0.446945336902,1,0,2,0,0,0,1,0,0,0,0.443489019661,0.157665381494,6.58479139238572
31,11,0.603686634554,1,0,7,0,0,0,0,0,1,0,0.417482969227,0.0538877143528,7.64969262371151
31,11,0.407457626842,1,0,7,0,0,0,0,0,1,0,0.4387497225,0.0438584332334,6.52356230614951
31,13,0.297983870848,1,1,6,0,0,1,0,0,0,0,0.510940962559,0.195439648397,7.78322401633604
31,13,0.466314398327,1,0,5,0,1,0,0,0,0,0,0.412182593526,-0.0437717055954,7.00306545878646
31,9,0.463316582449,2.82842712474619,1.73205080756888,3,0,0,0,1,0,0,0,0.579429254956,0.13612012987,5.29831736654804
31,11,0.368652037386,1.73205080756888,0,7,0,0,1,0,0,0,0,0.455452006841,0.181206687688,7.17011954344963
31,9,0.491628614168,1,0,5,0,0,0,0,0,1,0,0.427648563558,0.187105076741,6.87109129461055
32,9,0.50660065923,1,0,5,0,0,0,0,0,1,1,0.484774047091,0.106556065885,6.82546003625531
32,10,0.866666647407,1,0,8,0,0,0,0,0,0,1,0.55,0.15625,7.37775890822787
33,10,0.54779411664,0,1.4142135623731,3,0,0,0,0,0,1,1,0.396794871795,-0.115064102564,7.09007683577609
33,13,0.490398817592,1.4142135623731,0,7,0,0,0,0,1,0,1,0.504877573925,0.0994892232987,7.24422751560335
34,15,0.619047615772,1,1,5,0,1,0,0,0,0,0,0.416666666667,0.183333333333,7.3132203870903
34,10,0.406896551323,1,0,5,0,0,1,0,0,0,0,0.479837490552,0.134446754965,7.09007683577609
34,12,0.452380951996,1,0,9,0,0,0,0,0,1,0,0.503370824399,0.0851664171758,6.90775527898214
34,10,0.507504689955,1,0,5,0,0,0,0,1,0,0,0.468757329169,0.153771901885,7.24422751560335
34,9,0.513285023535,1,0,5,0,0,0,0,0,1,0,0.428241997901,0.0412426210153,6.72503364216684
34,11,0.451886792027,1,1,7,0,0,1,0,0,0,0,0.455163883735,0.200823283859,7.90100705199242
34,13,0.517361110213,1,0,9,0,0,0,0,0,1,0,0.470250376101,0.176896625833,7.24422751560335
35,10,0.474829931327,1.4142135623731,0,7,0,0,0,0,0,1,0,0.444621212121,0.145746753247,7.17011954344963
35,14,0.502631578286,1.4142135623731,1,6,1,0,0,0,0,0,0,0.432206861239,0.113369873854,7.90100705199242
35,14,0.402727272361,1,1,7,0,0,0,0,0,1,0,0.466067759924,0.140815081811,7.86326672400957
35,8,0.594262292646,1.4142135623731,0,5,0,0,0,0,0,1,0,0.533802083333,-0.09609375,7.3132203870903
35,13,0.448630136218,1,1,5,1,0,0,0,0,0,0,0.490968213885,0.142064494148,7.09007683577609
36,9,0.5071225064,4.89897948556636,0,6,0,1,0,0,0,0,0,0.506737588652,0.00706802063185,7.09007683577609
36,11,0.441371680928,1,0,7,0,0,0,0,0,1,0,0.430132616752,0.0976234340155,6.23441072571837
36,12,0.537815125147,2,1,10,0,0,0,0,0,1,0,0.391194309163,0.023639294733,7.09007683577609
36,11,0.438106795585,2.44948974278318,1,9,0,0,0,0,1,0,0,0.493660603872,0.0637981931996,7.24422751560335
36,8,0.395051194202,1,1.4142135623731,4,0,0,0,0,0,1,0,0.424768230248,0.0749913518749,6.77992190747225
36,9,0.555555553086,1,0,5,0,0,0,1,0,0,0,0.475,0.390416666667,7.09007683577609
37,10,0.588888886708,1,0,9,0,0,0,0,0,1,0,0.420037678371,0.0718454385121,6.66568371778241
37,13,0.434567900698,1,0,5,0,0,1,0,0,0,0,0.413996429028,0.139269503352,8.03915739047324
38,8,0.457960643188,4.24264068711928,0,2,0,0,0,1,0,0,0,0.558452380952,-0.0209415584416,3.97029191355212
38,12,0.564681723686,1,0,7,0,0,0,0,0,1,0,0.527349190664,0.147922548466,6.61338421837956
38,16,0.563745018797,1,1.73205080756888,8,0,1,0,0,0,0,0,0.441515151515,0.0532224025974,6.21260609575152
38,9,0.55656934205,3,0,8,0,0,0,0,1,0,0,0.627748741773,0.195399113082,8.24275634571448
38,14,0.432733504342,1,0,6,0,1,0,0,0,0,0,0.495567455632,0.159384264725,6.82328612235569
38,10,0.452107279347,1,0,8,0,1,0,0,0,0,0,0.442454753101,0.106087258048,7.00306545878646
38,14,0.482412059493,1,0,6,0,0,0,0,0,1,0,0.491710078998,0.0353394722039,6.52502965784346
38,11,0.382123575056,1,0,8,0,0,0,0,0,1,0,0.423576378402,0.129295781738,6.43454651878745
39,13,0.477211794967,1,0,7,0,0,0,0,0,1,1,0.372613636364,0.0771590909091,6.90775527898214
39,8,0.466666665889,1,0,7,0,0,0,0,0,1,1,0.585764622974,0.0880079029498,7.49554194388426
40,15,0.291036517783,1,1,5,0,0,1,0,0,0,1,0.510079211442,0.209436517226,10.6572593549125
41,11,0.460396039034,1,0,7,0,0,0,0,1,0,0,0.47964404643,0.139403679654,7.24422751560335
41,12,0.507795099092,1,0,6,0,0,0,0,0,1,0,0.374162257496,0.0420634920635,7.09007683577609
41,11,0.444166666297,1,0,7,0,0,1,0,0,0,0,0.412367724868,0.0947751322751,7.37775890822787
41,8,0.486658195061,1.4142135623731,0,10,1,0,0,0,0,0,0,0.560807321334,0.266290093922,6.79794041297493
42,12,0.44366197131,1,0,6,1,0,0,0,0,0,0,0.465113888501,0.28002470946,7.00306545878646
42,12,0.421383647136,1,1,6,0,0,1,0,0,0,0,0.56282599235,0.202625575483,7.64969262371151
42,12,0.54253308026,1.4142135623731,0,8,0,0,0,0,0,1,0,0.414590909091,0.133810606061,7.00306545878646
42,12,0.494419642305,1.4142135623731,0,4,0,0,0,0,0,1,0,0.403110979929,0.106446280992,6.71780469502369
43,10,0.429577464357,1.4142135623731,1.4142135623731,7,1,0,0,0,0,0,0,0.47545973674,0.0980013550136,7.90100705199242
43,11,0.414765906114,1,0,10,0,0,1,0,0,0,0,0.463261713776,0.079329004329,7.17011954344963
44,11,0.503717471183,1,0,8,0,0,1,0,0,0,0,0.44153157717,0.150591016548,6.90775527898214
44,10,0.565306121295,1,0,7,0,0,0,0,0,1,0,0.546428083928,0.0903343278343,6.90775527898214
44,11,0.554098358839,2.44948974278318,0,5,0,0,0,0,0,1,0,0.494823232323,0.0113636363636,6.89770494312864
44,10,0.549132946919,1,0,9,0,0,1,0,0,0,0,0.367586140147,0.14631242741,8.07090608878782
44,15,0.290739782571,1.73205080756888,0,10,0,0,0,0,0,1,0,0.5096076161,0.0222315125138,6.90775527898214
45,13,0.623003192898,1,0,4,0,0,0,0,0,1,0,0.45974025974,0.108080808081,8.1605182474775
45,12,0.447999999488,1,0,6,1,0,0,0,0,0,0,0.415790719697,0.0987073863636,6.8501261661455
45,6,0.387962962604,4.58257569495584,1,6,0,0,0,0,0,1,0,0.326698806244,-0.0222050045914,6.84054652928869
45,15,0.546594981099,1,0,4,0,0,0,0,0,1,0,0.387331966279,0.0968073593074,6.73340189183736
45,10,0.51750972662,1.4142135623731,0,6,0,0,0,0,0,1,0,0.442484367484,0.130483405483,7.60090245954208
45,10,0.536231883194,1,0,4,0,0,0,0,0,1,0,0.365288600289,0.0613564213564,7.3132203870903
46,10,0.464656964174,1.4142135623731,0,6,0,0,0,0,0,1,1,0.465846640617,0.0617098243245,7.00306545878646
47,8,0.58415841295,1.73205080756888,0,5,0,0,0,1,0,0,1,0.785802469136,0.360648148148,7.54960916515453
47,11,0.579945797886,1.4142135623731,0,6,0,0,0,0,0,1,1,0.491269667832,0.0377695221445,7.24422751560335
47,13,0.44373672989,1,0,5,0,0,0,0,0,1,1,0.490021645022,0.117121212121,7.97246601597457
47,10,0.492842534779,1,0,7,0,0,0,0,0,1,1,0.47322852586,0.268409660515,6.90775527898214
48,9,0.57236841917,1,0,5,0,0,0,0,0,1,0,0.316666666667,-0.0285714285714,6.74051935960622
48,9,0.482681563707,1,0,6,0,0,1,0,0,0,0,0.530015873016,0.0418412698413,8.59415423255237
48,8,0.638795984486,1,1,7,0,0,0,0,1,0,0,0.449645262145,0.13581950457,7.24422751560335
48,11,0.522411127477,1,0,8,0,1,0,0,0,0,0,0.48995621237,0.067315270936,6.71417052990947
48,11,0.451992753214,3.3166247903554,0,9,0,0,0,0,0,1,0,0.429695349378,0.146916562722,8.03915739047324
48,9,0.4072657736,3.46410161513775,0,8,0,0,0,0,0,1,0,0.27783446712,0.0367063492063,7.09007683577609
49,9,0.462279292998,1,1,7,0,0,0,0,0,1,0,0.427911549235,0.0164350355527,7.00306545878646
49,10,0.446370530394,1.4142135623731,1,10,0,0,0,0,0,1,0,0.468143621085,0.121074611663,6.84587987526405
50,7,0.566221141475,3.60555127546399,1.4142135623731,6,0,0,0,0,0,1,0,0.442753623188,0.122299077734,7.24422751560335
50,12,0.546391751451,1,0,6,0,1,0,0,0,0,0,0.431772727273,0.104848484848,6.53524127101366
50,10,0.756756749939,0,1.4142135623731,10,0,1,0,0,0,0,0,0.683544973545,0.231428571429,6.74875954749168
50,15,0.459374999282,1.4142135623731,0,8,0,0,0,0,0,1,0,0.454004187534,0.0990059559177,8.89562962713648
51,12,0.44720496825,1,0,5,0,0,0,0,0,1,0,0.430608899297,0.151187637499,6.69579891705849
51,11,0.396856581143,1.4142135623731,0,4,0,0,0,0,0,1,0,0.415989490308,0.0253946936901,7.43838353004431
51,10,0.625730992322,1,0,7,0,0,0,0,0,1,0,0.600666666667,0.0596666666667,8.00636756765025
51,8,0.299815254605,1.4142135623731,0,10,0,0,0,0,0,1,0,0.461708622672,0.0951750135695,7.17011954344963
51,8,0.474470734154,1,1,6,0,0,0,0,0,1,0,0.473076790634,0.123199896694,6.90775527898214
52,11,0.500742941306,1.4142135623731,0,7,0,0,0,0,1,0,0,0.406939346885,0.0543513551666,7.09007683577609
52,8,0.486322187957,1,0,6,0,0,0,0,1,0,0,0.384377566878,0.0974655899656,7.49554194388426
52,12,0.564263321115,0,1.4142135623731,10,0,0,0,0,0,1,0,0.469351481851,0.0666708291708,6.78332520060396
52,10,0.45195353701,1,0,6,0,0,0,0,0,1,0,0.420145502646,0.12930335097,6.53813982376767
52,10,0.26819923357,1,1,8,0,0,1,0,0,0,0,0.51537087074,0.169464116234,7.90100705199242
54,10,0.468590831123,1.4142135623731,0,6,0,0,0,0,1,0,1,0.513111707133,0.130877093921,7.49554194388426
54,13,0.413301662217,1,1,6,0,0,1,0,0,0,1,0.469923925281,0.155285785643,7.86326672400957
54,9,0.512328766421,1,0,8,0,0,0,0,0,1,1,0.454562667491,0.137196763554,6.76157276880406
55,8,0.57894736639,1,0,6,0,1,0,0,0,0,0,0.403333333333,0.12803030303,6.48768401848461
55,12,0.387533874989,1,0,5,0,0,1,0,0,0,0,0.474529259991,0.154880128929,7.43838353004431
55,13,0.513078469793,1,0,5,0,1,0,0,0,0,0,0.505911386593,0.0221490472911,6.70563909486
56,10,0.552083331896,1,0,9,0,0,0,0,0,1,0,0.185634118967,-0.0134960718294,6.73933662735717
56,9,0.410201912423,1,1,6,0,0,1,0,0,0,0,0.532551417792,0.200004781029,7.49554194388426
56,12,0.459102901769,1,1,6,0,0,1,0,0,0,0,0.472403198653,0.204313973064,6.20657592672493
56,11,0.443113772013,1,0,7,0,0,1,0,0,0,0,0.433433035219,0.166325698111,8.49699048409872
56,11,0.468274111081,1,0,10,0,0,1,0,0,0,0,0.435129209601,0.136185547629,6.59987049921284
56,9,0.609665425243,1,0,6,0,0,0,0,0,1,0,0.46849002849,0.0168732193732,8.13153071060425
57,12,0.576555022544,1,0,7,0,0,0,0,0,1,0,0.486757369615,0.0977664399093,6.74170069465205
57,7,0.472642607133,1.73205080756888,1,5,0,0,0,0,0,1,0,0.446700680272,0.0791573902288,6.21460809842219
57,13,0.533029611542,1,0,8,0,0,0,0,0,1,0,0.369307359307,0.158744588745,6.88448665204278
57,9,0.499999998988,1,1,7,0,0,0,0,0,1,0,0.46391184573,0.185208142026,8.36637030168165
57,10,0.353551476174,1,0,6,0,0,1,0,0,0,0,0.401902427638,0.175830028981,8.26873183211774
58,10,0.431764705374,1,0,6,0,0,1,0,0,0,0,0.492512704687,0.180514539808,7.82404601085629
58,12,0.470728792747,1,0,5,0,0,0,0,0,1,0,0.42897493453,0.122107984608,6.68210859744981
58,14,0.481675392166,1.4142135623731,0,7,0,0,0,0,0,1,0,0.490680615681,0.0801267887205,7.00306545878646
59,13,0.34281072285,1,0,6,0,0,1,0,0,0,0,0.425034060807,0.133031250764,7.90100705199242
59,12,0.527472526313,1,0,7,0,0,0,0,0,1,0,0.513229895105,0.151079545455,6.50727771238501
59,11,0.462085307509,1,0,5,0,0,0,0,0,1,0,0.356335085549,0.0446933621934,6.3818160174061
59,13,0.792452822713,0,0,5,0,1,0,0,0,0,0,0.494444444444,0.152777777778,8.79482492801452
59,13,0.507633586817,1,0,1,0,0,0,1,0,0,0,0.390415140415,0.11846001221,6.90775527898214
59,10,0.609929076572,1,0,5,0,0,0,0,0,1,0,0.489781746032,0.14035218254,6.68336094576627
59,14,0.495283018089,1,0,6,0,0,0,0,0,1,0,0.295707070707,0.055563973064,7.00306545878646
60,12,0.471129706719,1,0,6,0,1,0,0,0,0,1,0.541549514516,0.192728037029,7.09007683577609
62,10,0.545667446029,1,0,3,0,0,1,0,0,0,0,0.467900200158,0.363138877252,7.24422751560335
62,11,0.481296757505,1,1,9,0,0,0,0,0,1,0,0.377875226625,0.048857022607,6.83195356556585
62,9,0.535108957542,1,0,7,0,0,0,0,0,1,0,0.352111111111,-0.0769090909091,6.90775527898214
62,9,0.422702702246,1,0,6,0,0,1,0,0,0,0,0.546152058137,0.212998170215,7.69621263934641
62,15,0.827868845673,1,1,9,0,1,0,0,0,0,0,0.407619047619,0.0145238095238,7.64969262371151
62,9,0.851063811679,1,1,4,0,0,1,0,0,0,0,0,0,6.84800527457636
62,9,0.565096951343,1,0,6,0,0,0,0,0,1,0,0.424305555556,-0.115451388889,6.75460409948796
62,10,0.50829383826,1,0,9,0,0,0,0,0,1,0,0.41614205004,0.122176975567,7.00306545878646
63,9,0.546666665452,1,0,5,0,0,1,0,0,0,0,0.486895701198,0.181250880902,7.37775890822787
63,17,0.548098432778,1.4142135623731,0,8,0,0,0,0,0,1,0,0.374702380952,0.0267857142857,7.49554194388426
63,11,0.328947368241,1,0,8,0,0,1,0,0,0,0,0.550164854665,0.20732040482,7.9373746961633
64,13,0.410329985064,1,0,7,0,0,0,0,0,1,0,0.477924701561,0.0939216843762,6.58617165485467
64,12,0.566298340977,1,0,4,0,0,1,0,0,0,0,0.5458999334,0.248380785881,7.54960916515453
64,9,0.506151141465,1,0,6,0,0,0,0,0,1,0,0.364570984571,0.102477061722,7.69621263934641
65,9,0.473145778841,1,0,3,0,0,1,0,0,0,0,0.364049586777,0.0998966942149,8.38935981990635
65,11,0.489467161723,1,0,5,1,0,0,0,0,0,0,0.518274930775,0.153844428844,7.09007683577609
65,12,0.527590847204,1,1.73205080756888,7,0,0,0,0,0,1,0,0.521768221297,-0.0207860273898,7.82404601085629
65,11,0.468379446177,1,0,10,0,0,1,0,0,0,0,0.524056603774,0.217205239729,8.03915739047324
65,10,0.545746387567,1,0,5,0,0,0,0,0,1,0,0.337370397093,0.0853939527551,7.00306545878646
66,9,0.49756690937,1,0,4,0,0,1,0,0,0,0,0.534303030303,0.191789321789,8.74830491237962
66,10,0.454891994339,1.4142135623731,0,5,0,0,0,0,0,1,0,0.399370629371,0.11675990676,6.79570577517351
66,12,0.440868865293,1,0,6,0,1,0,0,0,0,0,0.449504433138,0.0430285922554,7.82404601085629
66,10,0.409523809134,3.16227766016838,0,10,0,0,0,0,0,1,0,0.532728551336,0.181644610664,6.8351845861473
66,10,0.49863013562,3.3166247903554,0,7,0,0,0,0,0,1,0,0.306594967532,0.0878043831169,6.90775527898214
67,11,0.546632122936,0,1,7,0,0,0,0,0,1,1,0.492908902692,0.00116459627329,8.45531778769815
